title,price,price_numeric,description,model,model_normalized,brand,reg_year,reg_year_numeric,mileage,mileage_numeric,origin,origin_normalized,location,province,condition,vehicle_type,engine_capacity,post_time,days_since_posted,post_date,url,url_full,condition_normalized,vehicle_type_normalized,price_millions
bán xe giá rẻ,3.300.000 đ,3300000,"Xe êm ngon lành, chỉ việc mua về chạy. Xe giấy tờ đầy đủ. Xem xe tại Gò Vấp",Nouvo,Nouvo,Yamaha,2017,2017,100000,100000,Đang cập nhật,Việt Nam,"Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121652448.htm,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121652448.htm,Đã sử dụng,Tay ga,3.3
Vario 150 zin êm mạnh đẹp,62.000.000 đ,62000000,Xe nhà đi chính chủ 1 chủ. Bs tpvl sang tên 1%. Xe đi bảo dưỡng kỹ còn rất đẹp.,Vario,Vario,Honda,2016,2016,22500,22500,Đang cập nhật,Việt Nam,"Xã Trường An, Thành phố Vĩnh Long, Vĩnh Long",Vĩnh Long,Đã sử dụng,Tay ga,137.5,Đăng 4 tháng trước,120.0,2025-01-11,/mua-ban-xe-may-thanh-pho-vinh-long-vinh-long/120149236.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-vinh-long-vinh-long/120149236.htm,Đã sử dụng,Tay ga,62.0
Thừa xe ko đi đến cần bán gấp Wave 110 màu đỏ,12.000.000 đ,12000000,Cần bán gấp Wave 110 màu đỏ  nguyên ban mua  lại biển 37  Nghệ An xem xe mua bán trục tiếp tại nhà Đô Nghĩa yên nghĩa Hà Đông HN,Wave,Wave,Honda,2021,2021,24560,24560,Việt Nam,Việt Nam,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-ha-dong-ha-noi/121652334.htm,https://xe.chotot.com/mua-ban-xe-may-quan-ha-dong-ha-noi/121652334.htm,Đã sử dụng,Xe số,12.0
Bán xe vision xám xi măng bản sport khoá key,40.000.000 đ,40000000,"Do cần nên đời xe nên mình bán lại xe vision biển 29s6_99968 xe mình mới đi được 6300 km. Mọi thứ còn zin Như bạn đầu. Mình đã thay mặt nạ sh. Mình vẫn giữ mặt lạ zin về cho mọi người lắp. xe mình dki 2024. Một chủ. Ai mua thì gọi trực tiếp giúp e ạ
E ở sân bay nội bài ạ",Vision,Vision,Honda,2024,2024,6300,6300,Việt Nam,Việt Nam,"Xã Phú Minh, Huyện Sóc Sơn, Hà Nội",Hà Nội,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-soc-son-ha-noi/121652295.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-soc-son-ha-noi/121652295.htm,Đã sử dụng,Tay ga,40.0
airblade 2012 fi biển tp nhà dư dùng,9.500.000 đ,9500000,"Nhà dư cần bán ab 2012 fi biển tp.xe 09c.xe máy móc zin êm.xe mới được bảo trì thay bình mới,thay cặp vỏ mới.nồi mới làm.bộ đèn l4xcree+2 quả bi mini gắn hết cả triệu.xe mua về đổ xăng đi thôi.ae thích đến nhà xem xe nha.",Air Blade,Air Blade,Honda,2012,2012,1234,1234,Việt Nam,Việt Nam,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121600295.htm,https://xe.chotot.com/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121600295.htm,Đã sử dụng,Tay ga,9.5
XE WAVE RSX110 LIMITED,7.000.000 đ,7000000,"-xe chính chủ giấy tờ đầy đủ
-xe đi giữ gìn vệ sinh bảo dưỡng liên tục
-thừa xe nên bán ạ
-xe đi tiết kiệm xăng ( thật 100%)
-chạy dầu nhớt Motul 
-ác quy mới thay 
-xe ở thị trấn cát hải ạ
-ace xem xe qua nhà 
-e có gia lộc",Wave,Wave,Honda,2013,2013,60000,60000,Việt Nam,Việt Nam,"Thị trấn Cát Hải, Huyện Cát Hải, Hải Phòng",Hải Phòng,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-cat-hai-hai-phong/121651985.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-cat-hai-hai-phong/121651985.htm,Đã sử dụng,Xe số,7.0
Bớt 200 đến 500 lấy lọc ạ,15.200.000 đ,15200000,"Kẹt tiền e cần bán ab bstp đk 12/2014
Máy móc zin còn êm , chạy rất nhẹ
Xe còn rất đẹp , e đã lên full ốc salaya
Giấy tờ đầy đủ , e còn đầy đủ hoá đơn mua bán và cmc xe 
Giá mong mún 15.2 ạ
Có bớt cho ace mua sử dung.",Air Blade,Air Blade,Honda,2014,2014,33000,33000,Đang cập nhật,Việt Nam,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121651893.htm,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121651893.htm,Đã sử dụng,Tay ga,15.2
Future led 2021,24.000.000 đ,24000000,"Future led 2021 biển thành phố mua bán tại nhà bao tranh chấp giao bộ hồ sơ công chứng cũ.
Ngoại hình đẹp keng lên đồ chơi sương sương gần 5tr sáng xe.
Máy móc nguyên zin êm mạnh tiết kiệm xăng.
Odo thấp
Còn thương khi đến xem xe chạy thử.
Có nhận giao lưu các dòng xe khác.",Future,Future,Honda,2021,2021,20000,20000,Việt Nam,Việt Nam,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121651877.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121651877.htm,Đã sử dụng,Xe số,24.0
Bán xe,28.000.000 đ,28000000,Xe ít đi muốn bán xe nguyên bản đẹp như mới ai muốn mua ib,Air Blade,Air Blade,Honda,2021,2021,7000,7000,Việt Nam,Việt Nam,"Xã Tiên Lục, Huyện Lạng Giang, Bắc Giang",Bắc Giang,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-lang-giang-bac-giang/121651716.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-lang-giang-bac-giang/121651716.htm,Đã sử dụng,Tay ga,28.0
AB  thái 2008,13.500.000 đ,13500000,Nhà dư xe .em cần thanh lý chiếc xe AB thái 2008.BSTP .xe vẫn hoạt động bình thường. Mua về chăm xăng chạy..giấy tờ hộp lệ. Ngay chủ viết giấy bao tranh chấp.anh em nào thiện chí mua. Bớt chúc lộc.. Ai cần LH,Blade,Blade,Honda,2008,2008,123456,123456,Thái Lan,Thái Lan,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/121643852.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/121643852.htm,Đã sử dụng,Tay ga,13.5
Cần bán xe,5.000.000 đ,5000000,"Máy êm chất, hình thức xuống theo thoi gian lap êm không hu. Coi đèn sinh nhan đây đủ",Air Blade,Air Blade,Honda,2008,2008,1500,1500,Nhật Bản,Nhật Bản,"Xã Tân Phong, Huyện Kiến Thuỵ, Hải Phòng",Hải Phòng,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-kien-thuy-hai-phong/121651502.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-kien-thuy-hai-phong/121651502.htm,Đã sử dụng,Tay ga,5.0
Exciter côn tự động 1s94,37.000.000 đ,37000000,"Ex ctd 1s94 máy 57zz ngay chủ công chứng sang tên uỷ quyền
Hỗ trợ rút gốc , phiếu xuất xưởng
Khi mua mình tặng thêm 1 dàn áo màu đỏ đen . 
Xem xe Q2 : 
Liên hệ sdt fb& zalo ***",Exciter,Exciter,Yamaha,2009,2009,30000,30000,Việt Nam,Việt Nam,"Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121651152.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121651152.htm,Đã sử dụng,Xe số,37.0
"Vision 2020 smk,9chủ,máy zin 100%êm ru.xe đẹp keng",22.500.000 đ,22500000,"Xe nhà cần bán , vision 2020 khóa smk thông minh. Bản đặc biệt, Biển số 70 chính chủ công chứng sau khi giao dịch
Cam kết.máy zin 100% chưa chạm đến. Êm ru., Không hú
Xe chạy ít 23.000km, còn tăng nhẹ do đi lại
2 remote zin theo xe đầy đủ
Dàn áo giữ kĩ nên còn mới ít trầy xước ạ. rất đẹp
Bão dưỡng đều. Nên máy móc bao êm ru nha
Mua bán tại nhà. Hình ảnh sao xe vậy. Yên tâm
Bao chạy thử. Tiếp người thiện chí. Cảm ơn",Vision,Vision,Honda,2020,2020,23000,23000,Đang cập nhật,Việt Nam,"Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/121634100.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/121634100.htm,Đã sử dụng,Tay ga,22.5
Không có nhu cầu sủ dụng bán SH150 đời 2019,75.000.000 đ,75000000,"Do gia đình không còn nhu cầu sử dụng nên bán lại xe SHi 150 còn mới keng, máy móc nguyên zin chưa sửa chữa đâm đụng. 1 đời chủ odo 1,8 vạn như mới. Đảm bảo ko tour đồng hồ tuor thì tậng luôn con xe cho anh mang về sài. Mọi chi tiết anh em liên hệ mình xe biển Bình Dương",SH,SH,Honda,2019,2019,18000,18000,Đang cập nhật,Việt Nam,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121651059.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121651059.htm,Đã sử dụng,Tay ga,75.0
XE AB Còn mới giá rê,6.900.000 đ,6900000,"Xe ab chay ít đã dọn đẹp ạ
Liên hệ : ***",Air Blade,Air Blade,Honda,2007,2007,95000,95000,Việt Nam,Việt Nam,"Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/121650943.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/121650943.htm,Đã sử dụng,Tay ga,6.9
"🚀CHỦ BÁN  XE ,ATTILA CAVET ĐẦY ĐỦ BIỂN SỐ CẦN THƠ",3.000.000 đ,3000000,"- NHÀ DƯ XE nên  bán bớt chiết xe attila, biển số cần thơ 65, cavet có đầy đủ, 
- xem xe; KDC , 586, QUẬN  cái răng  cần thơ 
-lh: phát
- XE MÁY CHẠY ÊM BÌNH THƯỜNG",Attila,Attila,SYM,2005,2005,4568,4568,Việt Nam,Việt Nam,"Phường Phú Thứ, Quận Cái Răng, Cần Thơ",Cần Thơ,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-cai-rang-can-tho/121556576.htm,https://xe.chotot.com/mua-ban-xe-may-quan-cai-rang-can-tho/121556576.htm,Đã sử dụng,Tay ga,3.0
Em cần bán xe wave như hình,4.600.000 đ,4600000,"Em có một cái xe máy wave như hình muốn bán 
_Xe của em bs.tphcm.máy nỗ rất êm, mọi chức năng bình đèn còi,xi nhan tất cả đều hoạt động rất tốt 
+Thích hợp cho các em học sinh Các Mẹ các chị đi chợ..đi làm việc công sở đều rất tốt và đẹp nữa à nghen 
+ Đề thì bấm nút nhẹ nhàng nỗ liền luôn 
Alo cho em để mang xe về sử dụng...alo cho em em hứa là sẽ fix.. nhiệt tình lun...alo..alo....",Wave,Wave,Honda,2014,2014,8693,8693,Nhật Bản,Nhật Bản,"Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121602559.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121602559.htm,Đã sử dụng,Xe số,4.6
Ban xe sh 2019,65.000.000 đ,65000000,Xe nhà zin chinh chu . Xe mới  nhu hinh .Ai can lien he ***,SH,SH,Honda,2019,2019,22000,22000,Việt Nam,Việt Nam,"Xã Xuân Tâm, Huyện Xuân Lộc, Đồng Nai",Đồng Nai,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-xuan-loc-dong-nai/121650656.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-xuan-loc-dong-nai/121650656.htm,Đã sử dụng,Tay ga,65.0
CẦN BÁN XE YAMAHA JUPITER FINN MỚI,21.500.000 đ,21500000,"Cần bán xe jupiter finn mới 95℅100,xe chay lướt còn bảo hành hãng,ket tien nen bán xe biển số   daklak ,ai cần liên hệ minh nha,,ĐT:*** cảm ơn cho tốt đa đăng tin",Jupiter,Jupiter,Yamaha,2023,2023,750,750,Việt Nam,Việt Nam,"Xã Tân Hoà, Huyện Buôn Đôn, Đắk Lắk",Đắk Lắk,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-buon-don-dak-lak/121650535.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-buon-don-dak-lak/121650535.htm,Đã sử dụng,Xe số,21.5
Hãng honda w,6.900.000 đ,6900000,Nghī làm công ty nên bán .xe máy rât im mąnh bóc .chąy không sàn lăc.bình đê đây đů .có sau nói vây đõ mât thơi gian đoi bên .khong tiêp cò lái trã giá.bán tąi nhà.,Blade,Blade,Honda,2016,2016,39000,39000,Nhật Bản,Nhật Bản,"Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương",Bình Dương,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-thu-dau-mot-binh-duong/121650377.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-dau-mot-binh-duong/121650377.htm,Đã sử dụng,Xe số,6.9
Wave tq như hình,3.200.000 đ,3200000,Bán chiếc wave tq như hình biển tp  giấy tờ đầy đủ máy móc êm ace nào có nhu cầu liên hệ e xem xe thủ Đức,Wave,Wave,Honda,2000,2000,23663,23663,Hàn Quốc,Hàn Quốc,"Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121614503.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121614503.htm,Đã sử dụng,Xe số,3.2
Piaggio Liberty 3V ie Fi đời 2012,9.000.000 đ,9000000,"Xe gia đình ít sử dụng, đã bảo dưỡng toàn bộ xe bao gồm thay nhớt (nhớt máy/nhớt láp), bảo dưỡng hệ thống bơm xăng và kim phun, thay bình accu mới,...",Liberty,Liberty,Piaggio,2012,2012,20000,20000,Việt Nam,Việt Nam,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121649655.htm,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121649655.htm,Đã sử dụng,Tay ga,9.0
bán đổi xe khác,6.800.000 đ,6800000,Xe đi lại bình thường máy êm đầy đủ chức năng ae mua ib giúp mình,Wave,Wave,Honda,2010,2010,22222,22222,Việt Nam,Việt Nam,"Phường Chánh Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Bình Dương,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-thu-dau-mot-binh-duong/121649166.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-dau-mot-binh-duong/121649166.htm,Đã sử dụng,Xe số,6.8
cần bán xe,13.500.000 đ,13500000,Xe zin dàn áo có trầy theo năm tháng có thay mâm xe giấy tờ đầy đủ,Winner,Winner,Honda,2017,2017,58000,58000,Việt Nam,Việt Nam,"Xã Đại Phước, Huyện Càng Long, Trà Vinh",Trà Vinh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-cang-long-tra-vinh/121649133.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-cang-long-tra-vinh/121649133.htm,Đã sử dụng,Tay côn/Moto,13.5
xe mới leng keng. có fixx cho ae nhiệt tình,43.000.000 đ,43000000,"Xe còn mới leng keng. Giấy tờ đầy đủ
Chính chủ mua sang tên ngay",Exciter,Exciter,Yamaha,2009,2009,30000,30000,Nước khác,Việt Nam,"Phường Tự An, Thành phố Buôn Ma Thuột, Đắk Lắk",Đắk Lắk,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-buon-ma-thuot-dak-lak/121648973.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-buon-ma-thuot-dak-lak/121648973.htm,Đã sử dụng,Xe số,43.0
xe cũ,13.000.000 đ,13000000,"Có thể deal nếu thấy ok ạ
Đến xem vui lòng nt nha",Exciter,Exciter,Yamaha,2018,2018,51800,51800,Việt Nam,Việt Nam,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/121648942.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/121648942.htm,Đã sử dụng,Xe số,13.0
"Cần bán WINNER  X chính chủ, xe đẹp",20.000.000 đ,20000000,"Ko có nhu cầu sử dụng cần bán WINNER X 2020 chính chủ sử dụng, bảo dưỡng xe tốt, ai có nhi cầu liển hệ có vài món đồ tặng lèm xe",Winner X,Winner,Honda,2020,2020,33000,33000,Việt Nam,Việt Nam,"Phường Phú Mỹ, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thi-xa-phu-my-ba-ria-vung-tau/121648726.htm,https://xe.chotot.com/mua-ban-xe-may-thi-xa-phu-my-ba-ria-vung-tau/121648726.htm,Đã sử dụng,Tay côn/Moto,20.0
xe tay ga honda Air Blade 2009 FI,12.000.000 đ,12000000,"Cần bán Air Blade đời 2009 có FI , xe chính chủ sang tay ngay, xe chạy ngon lành ít hao xăng.",Air Blade,Air Blade,Honda,2009,2009,50000,50000,Đang cập nhật,Việt Nam,"Phường 1, Quận 10, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-10-tp-ho-chi-minh/121481910.htm,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/121481910.htm,Đã sử dụng,Tay ga,12.0
ex 135 up áo 2010,19.800.000 đ,19800000,"Ex 135 up áo 2010 cấu hình 57 kck êm nhẹ
Choá đèn zipat
Găp ex 150
Mâm 5c
Đồng hồ uma
Liên hệ ***",Exciter,Exciter,Yamaha,2014,2014,777,777,Việt Nam,Việt Nam,"Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121648425.htm,https://xe.chotot.com/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121648425.htm,Đã sử dụng,Tay côn/Moto,19.8
Nhà nhiều xe k sử dụng nên bán. AB160cc. 6.500km,46.000.000 đ,46000000,"Xe chính chủ, k vết trầy, bảo dưỡng hãng định kỳ",Air Blade,Air Blade,Honda,2023,2023,6500,6500,Việt Nam,Việt Nam,"Xã Sông Ray, Huyện Cẩm Mỹ, Đồng Nai",Đồng Nai,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-cam-my-dong-nai/121648204.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-cam-my-dong-nai/121648204.htm,Đã sử dụng,Tay ga,46.0
Liberty 125 3vie,5.800.000 đ,5800000,"Xe cho anh Chị em đi chợ 
Liberty 125 3vie
Phun xăng điện tử 
Giấy tờ đầy đủ",Liberty,Liberty,Piaggio,2011,2011,40000,40000,Nước khác,Việt Nam,"Phường Tân Tiến, Thành phố Buôn Ma Thuột, Đắk Lắk",Đắk Lắk,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-buon-ma-thuot-dak-lak/121493509.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-buon-ma-thuot-dak-lak/121493509.htm,Đã sử dụng,Tay ga,5.8
satria xăng cơ mắt phượng nhập zin,56.000.000 đ,56000000,"Xe để nhà không chạy nhiều, kẹt tiền tết nên để lại cho Anh em, chiếc này đam mê từ nhỏ của em. Đời này nhập zin đời đầu cọp, anh em chê mắc xin bỏ qua.
Em cảm ơn!",Satria,Satria,Suzuki,2013,2013,5946,5946,Nước khác,Việt Nam,"Phường 4, Thành phố Tân An, Long An",Long An,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-tan-an-long-an/121647477.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-tan-an-long-an/121647477.htm,Đã sử dụng,Tay côn/Moto,56.0
Honda SH 150i ABS Odo 18k km,78.000.000 đ,78000000,"xe date 2019 ít đi bảo dưỡng máy móc định kì
về là đi không phải làm gì thêm
e có bớt cho ai có thiện chí",SH,SH,Honda,2020,2020,18000,18000,Việt Nam,Việt Nam,"Xã Vĩnh Thanh, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-nhon-trach-dong-nai/121647655.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-nhon-trach-dong-nai/121647655.htm,Đã sử dụng,Tay ga,78.0
tại kệt tiền quá bán xe,2.500.000 đ,2500000,"Xuất sứ từ Nhật , nên bán để mua xe khác",Wave,Wave,Honda,2015,2015,50000,50000,Nhật Bản,Nhật Bản,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121647619.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121647619.htm,Đã sử dụng,Xe số,2.5
Vario 125 2020,35.000.000 đ,35000000,"Xe chính chủ
Ngoài hình đẹp nguyên zin chưa sữa bất cứ thứ gì
Bao thầy thợ theo xem xe
Bao sang tên ủy quyền",Vario,Vario,Honda,2020,2020,300000,300000,Đang cập nhật,Việt Nam,"Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/121647569.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/121647569.htm,Đã sử dụng,Tay ga,35.0
